fecha;tipo_transporte;num_usuarios;tiempo_viaje_promedio_min;origen;destino
13/05/2024;Metro;2896;31;Nimble Peak ; GreenLake Shores
14/05/2024;Tranvía;3607;12;Apollo Heights ; Nimble Peak
15/05/2024;Metro;2319;43;Aruba Central ; Ezmeral Valley
16/05/2024;Coche Compartido;2928;59;GreenLake Shores ; Simplivity Springs
17/05/2024;Bicicleta;910;16;HPE Innovation Hub ; Nimble Peak
18/05/2024;Tranvía;434;58;GreenLake Shores ; Ezmeral Valley
19/05/2024;Metro;749;20;Composable Cloud ; HPE Innovation Hub
20/05/2024;Bicicleta;1551;29;Nimble Peak ; ProLiant Village
21/05/2024;Autobús;1741;32;HPE Innovation Hub ; Ezmeral Valley
22/05/2024;Bicicleta;3997;54;GreenLake Shores ; Ezmeral Valley
23/05/2024;Tranvía;4412;57;Apollo Heights ; GreenLake Shores
24/05/2024;Metro;3099;11;ProLiant Village ; Simplivity Springs
25/05/2024;Metro;2145;29;GreenLake Shores ; ProLiant Village
26/05/2024;Tranvía;780;19;Nimble Peak ; HPE Innovation Hub
27/05/2024;Coche Compartido;2119;23;ProLiant Village ; HPE Innovation Hub
28/05/2024;Metro;3412;13;Ezmeral Valley ; ProLiant Village
29/05/2024;Autobús;4948;14;HPE Innovation Hub ; Composable Cloud
30/05/2024;Tranvía;1166;12;Nimble Peak ; HPE Innovation Hub
31/05/2024;Autobús;2801;13;Aruba Central ; Alletra City
01/06/2024;Coche Compartido;972;46;Ezmeral Valley ; Aruba Central
02/06/2024;Taxi;1495;39;Alletra City ; HPE Innovation Hub
03/06/2024;Coche Compartido;641;21;Composable Cloud ; Apollo Heights
04/06/2024;Taxi;2144;31;HPE Innovation Hub ; Aruba Central
05/06/2024;Autobús;2662;42;ProLiant Village ; HPE Innovation Hub
06/06/2024;Taxi;1242;34;Alletra City ; Ezmeral Valley
07/06/2024;Autobús;1736;49;Composable Cloud ; Nimble Peak
08/06/2024;Bicicleta;2438;47;Apollo Heights ; Aruba Central
09/06/2024;Tranvía;1978;11;ProLiant Village ; HPE Innovation Hub
10/06/2024;Bicicleta;2944;24;Apollo Heights ; Simplivity Springs
11/06/2024;Metro;2454;58;HPE Innovation Hub ; Simplivity Springs
12/06/2024;Autobús;2096;17;Apollo Heights ; Composable Cloud
13/06/2024;Coche Compartido;905;32;Apollo Heights ; Nimble Peak
14/06/2024;Tranvía;1171;58;Aruba Central ; Alletra City
15/06/2024;Bicicleta;445;20;Nimble Peak ; Ezmeral Valley
16/06/2024;Coche Compartido;1859;27;ProLiant Village ; Aruba Central
17/06/2024;Bicicleta;2345;55;Apollo Heights ; Alletra City
18/06/2024;Tranvía;1701;13;Aruba Central ; ProLiant Village
19/06/2024;Taxi;1800;50;Simplivity Springs ; Nimble Peak
20/06/2024;Taxi;1599;22;HPE Innovation Hub ; Simplivity Springs
21/06/2024;Taxi;3283;18;Composable Cloud ; Simplivity Springs
22/06/2024;Tranvía;3013;18;Composable Cloud ; Alletra City
23/06/2024;Metro;1996;26;Nimble Peak ; Aruba Central
24/06/2024;Coche Compartido;5111;23;Composable Cloud ; ProLiant Village
25/06/2024;Bicicleta;2430;54;Apollo Heights ; Simplivity Springs
26/06/2024;Tranvía;3175;45;Ezmeral Valley ; Alletra City
27/06/2024;Autobús;1081;52;Nimble Peak ; ProLiant Village
28/06/2024;Autobús;1377;26;Nimble Peak ; Simplivity Springs
29/06/2024;Bicicleta;959;21;Nimble Peak ; GreenLake Shores
30/06/2024;Bicicleta;847;37;Ezmeral Valley ; Apollo Heights
01/07/2024;Metro;1145;26;Alletra City ; Aruba Central
02/07/2024;Metro;1498;38;ProLiant Village ; Composable Cloud
03/07/2024;Autobús;4153;23;GreenLake Shores ; Simplivity Springs
04/07/2024;Taxi;874;23;HPE Innovation Hub ; Alletra City
05/07/2024;Metro;1595;20;Composable Cloud ; GreenLake Shores
06/07/2024;Coche Compartido;825;11;Aruba Central ; HPE Innovation Hub
07/07/2024;Tranvía;1618;14;HPE Innovation Hub ; Apollo Heights
08/07/2024;Bicicleta;3918;52;Alletra City ; Nimble Peak
09/07/2024;Tranvía;660;13;ProLiant Village ; Nimble Peak
10/07/2024;Coche Compartido;2536;29;Alletra City ; Composable Cloud
11/07/2024;Tranvía;2304;57;HPE Innovation Hub ; Nimble Peak
12/07/2024;Bicicleta;1422;27;ProLiant Village ; Composable Cloud
13/07/2024;Tranvía;2405;57;Nimble Peak ; Alletra City
14/07/2024;Tranvía;651;26;HPE Innovation Hub ; Alletra City
15/07/2024;Tranvía;1215;21;Nimble Peak ; GreenLake Shores
16/07/2024;Metro;2218;19;Simplivity Springs ; HPE Innovation Hub
17/07/2024;Taxi;2886;41;Alletra City ; Composable Cloud
18/07/2024;Autobús;4358;21;Apollo Heights ; Composable Cloud
19/07/2024;Autobús;944;28;Nimble Peak ; ProLiant Village
20/07/2024;Autobús;872;33;Ezmeral Valley ; Aruba Central
21/07/2024;Metro;1847;20;Simplivity Springs ; Composable Cloud
22/07/2024;Autobús;2369;41;Aruba Central ; Apollo Heights
23/07/2024;Autobús;1164;30;Ezmeral Valley ; GreenLake Shores
24/07/2024;Tranvía;718;53;Simplivity Springs ; Apollo Heights
25/07/2024;Bicicleta;1571;36;Ezmeral Valley ; Alletra City
26/07/2024;Tranvía;4865;15;ProLiant Village ; Aruba Central
27/07/2024;Autobús;3119;48;Aruba Central ; ProLiant Village
28/07/2024;Metro;1650;60;Simplivity Springs ; ProLiant Village
29/07/2024;Autobús;2342;56;Aruba Central ; Composable Cloud
30/07/2024;Metro;3321;25;Simplivity Springs ; Alletra City
31/07/2024;Metro;955;37;Simplivity Springs ; GreenLake Shores
01/08/2024;Autobús;2473;33;Composable Cloud ; Aruba Central
02/08/2024;Taxi;5514;32;Composable Cloud ; HPE Innovation Hub
03/08/2024;Tranvía;1265;48;Composable Cloud ; Aruba Central
04/08/2024;Metro;1089;11;Composable Cloud ; Alletra City
05/08/2024;Metro;2163;12;Nimble Peak ; GreenLake Shores
06/08/2024;Coche Compartido;1514;10;GreenLake Shores ; Simplivity Springs
07/08/2024;Coche Compartido;4082;13;Aruba Central ; ProLiant Village
08/08/2024;Bicicleta;1455;18;GreenLake Shores ; Ezmeral Valley
09/08/2024;Autobús;1126;53;Apollo Heights ; GreenLake Shores
10/08/2024;Tranvía;2483;52;Aruba Central ; Ezmeral Valley
11/08/2024;Bicicleta;1585;42;Aruba Central ; Nimble Peak
12/08/2024;Bicicleta;2007;28;GreenLake Shores ; Ezmeral Valley
13/08/2024;Taxi;4559;34;Aruba Central ; Ezmeral Valley
14/08/2024;Coche Compartido;3273;22;Simplivity Springs ; Alletra City
15/08/2024;Taxi;2561;21;ProLiant Village ; Ezmeral Valley
16/08/2024;Taxi;3553;29;Alletra City ; HPE Innovation Hub
17/08/2024;Taxi;771;49;Composable Cloud ; Ezmeral Valley
18/08/2024;Metro;2054;53;Simplivity Springs ; Nimble Peak
19/08/2024;Metro;2203;49;HPE Innovation Hub ; GreenLake Shores
20/08/2024;Coche Compartido;2952;49;GreenLake Shores ; Aruba Central
21/08/2024;Coche Compartido;1223;42;GreenLake Shores ; HPE Innovation Hub
22/08/2024;Metro;3974;45;Aruba Central ; Nimble Peak
23/08/2024;Autobús;3689;25;Simplivity Springs ; ProLiant Village
24/08/2024;Autobús;1159;41;Nimble Peak ; ProLiant Village
25/08/2024;Tranvía;1661;31;ProLiant Village ; Nimble Peak
26/08/2024;Tranvía;1641;54;Composable Cloud ; Simplivity Springs
27/08/2024;Tranvía;1245;53;Aruba Central ; Nimble Peak
28/08/2024;Coche Compartido;1348;18;Apollo Heights ; HPE Innovation Hub
29/08/2024;Taxi;1858;16;Aruba Central ; Apollo Heights
30/08/2024;Bicicleta;2311;18;HPE Innovation Hub ; Composable Cloud
31/08/2024;Autobús;1183;19;Ezmeral Valley ; Simplivity Springs
01/09/2024;Coche Compartido;677;45;Ezmeral Valley ; GreenLake Shores
02/09/2024;Bicicleta;3205;30;Simplivity Springs ; Alletra City
03/09/2024;Bicicleta;2616;11;Aruba Central ; GreenLake Shores
04/09/2024;Autobús;1855;16;Simplivity Springs ; Nimble Peak
05/09/2024;Tranvía;1492;40;ProLiant Village ; Apollo Heights
06/09/2024;Bicicleta;625;40;Apollo Heights ; Ezmeral Valley
07/09/2024;Tranvía;1984;19;Apollo Heights ; Nimble Peak
08/09/2024;Bicicleta;1735;40;Composable Cloud ; Simplivity Springs
09/09/2024;Bicicleta;4041;19;Ezmeral Valley ; HPE Innovation Hub
10/09/2024;Autobús;2636;54;Simplivity Springs ; Composable Cloud
11/09/2024;Autobús;1590;30;Simplivity Springs ; Apollo Heights
12/09/2024;Autobús;1718;47;GreenLake Shores ; Apollo Heights
13/09/2024;Autobús;1953;57;Simplivity Springs ; ProLiant Village
14/09/2024;Tranvía;1186;55;Alletra City ; ProLiant Village
15/09/2024;Metro;1001;31;Composable Cloud ; ProLiant Village
16/09/2024;Autobús;2517;43;ProLiant Village ; Alletra City
17/09/2024;Coche Compartido;4471;44;Ezmeral Valley ; Apollo Heights
18/09/2024;Coche Compartido;4569;55;HPE Innovation Hub ; Nimble Peak
19/09/2024;Bicicleta;1218;42;Composable Cloud ; Ezmeral Valley
20/09/2024;Autobús;4586;21;Alletra City ; ProLiant Village
21/09/2024;Taxi;2200;21;Aruba Central ; ProLiant Village
22/09/2024;Bicicleta;2467;53;Ezmeral Valley ; Aruba Central
23/09/2024;Autobús;1296;20;GreenLake Shores ; Composable Cloud
24/09/2024;Bicicleta;3975;30;Nimble Peak ; Simplivity Springs
25/09/2024;Tranvía;1201;12;Ezmeral Valley ; HPE Innovation Hub
26/09/2024;Autobús;4140;56;HPE Innovation Hub ; GreenLake Shores
27/09/2024;Bicicleta;937;26;Simplivity Springs ; Ezmeral Valley
28/09/2024;Autobús;537;51;Composable Cloud ; HPE Innovation Hub
29/09/2024;Tranvía;1370;20;HPE Innovation Hub ; Composable Cloud
30/09/2024;Metro;2622;40;Aruba Central ; Apollo Heights
01/10/2024;Tranvía;2329;17;HPE Innovation Hub ; Simplivity Springs
02/10/2024;Autobús;3662;20;Alletra City ; Composable Cloud
03/10/2024;Coche Compartido;1445;55;Aruba Central ; Simplivity Springs
04/10/2024;Taxi;2844;34;ProLiant Village ; Simplivity Springs
05/10/2024;Autobús;927;28;HPE Innovation Hub ; Nimble Peak
06/10/2024;Bicicleta;1944;51;Alletra City ; Apollo Heights
07/10/2024;Autobús;1717;44;Simplivity Springs ; HPE Innovation Hub
08/10/2024;Bicicleta;1762;17;Nimble Peak ; Aruba Central
09/10/2024;Autobús;2869;40;Nimble Peak ; Aruba Central
10/10/2024;Taxi;3821;50;Apollo Heights ; HPE Innovation Hub
11/10/2024;Coche Compartido;3262;48;Nimble Peak ; ProLiant Village
12/10/2024;Bicicleta;751;31;Ezmeral Valley ; HPE Innovation Hub
13/10/2024;Coche Compartido;875;35;ProLiant Village ; Ezmeral Valley
14/10/2024;Tranvía;2035;55;Aruba Central ; Nimble Peak
15/10/2024;Metro;4567;35;Aruba Central ; Composable Cloud
16/10/2024;Bicicleta;2560;10;Composable Cloud ; HPE Innovation Hub
17/10/2024;Tranvía;1192;59;Ezmeral Valley ; Apollo Heights
18/10/2024;Taxi;5461;51;ProLiant Village ; Nimble Peak
19/10/2024;Autobús;912;31;Alletra City ; Simplivity Springs
20/10/2024;Coche Compartido;1573;32;Composable Cloud ; GreenLake Shores
21/10/2024;Metro;1880;44;HPE Innovation Hub ; ProLiant Village
22/10/2024;Coche Compartido;3760;25;ProLiant Village ; Apollo Heights
23/10/2024;Autobús;2977;23;Nimble Peak ; Composable Cloud
24/10/2024;Tranvía;5543;32;Simplivity Springs ; GreenLake Shores
25/10/2024;Bicicleta;3775;40;Nimble Peak ; Alletra City
26/10/2024;Metro;1344;59;Aruba Central ; ProLiant Village
27/10/2024;Taxi;1797;35;HPE Innovation Hub ; Ezmeral Valley
28/10/2024;Taxi;4934;53;HPE Innovation Hub ; Alletra City
29/10/2024;Autobús;2358;45;Simplivity Springs ; Ezmeral Valley
30/10/2024;Taxi;3360;38;Alletra City ; Ezmeral Valley
31/10/2024;Bicicleta;2258;30;HPE Innovation Hub ; Alletra City
01/11/2024;Tranvía;4409;60;Composable Cloud ; Simplivity Springs
02/11/2024;Metro;2339;19;Nimble Peak ; Composable Cloud
03/11/2024;Autobús;1112;26;Composable Cloud ; Simplivity Springs
04/11/2024;Tranvía;2910;33;HPE Innovation Hub ; Ezmeral Valley
05/11/2024;Taxi;2529;54;Ezmeral Valley ; ProLiant Village
06/11/2024;Metro;1073;21;Alletra City ; Nimble Peak
07/11/2024;Metro;1278;22;HPE Innovation Hub ; Ezmeral Valley
08/11/2024;Bicicleta;1961;24;HPE Innovation Hub ; GreenLake Shores
09/11/2024;Taxi;975;33;Ezmeral Valley ; Aruba Central
10/11/2024;Taxi;2307;20;Simplivity Springs ; HPE Innovation Hub
11/11/2024;Taxi;2078;48;Alletra City ; Ezmeral Valley
12/11/2024;Coche Compartido;3358;14;Ezmeral Valley ; Apollo Heights
13/11/2024;Tranvía;1808;54;HPE Innovation Hub ; Nimble Peak
14/11/2024;Taxi;738;45;Apollo Heights ; Simplivity Springs
15/11/2024;Metro;2468;52;Aruba Central ; Apollo Heights
16/11/2024;Metro;2212;56;Aruba Central ; Simplivity Springs
17/11/2024;Metro;760;55;HPE Innovation Hub ; Ezmeral Valley
18/11/2024;Coche Compartido;920;31;Apollo Heights ; HPE Innovation Hub
19/11/2024;Autobús;2440;24;ProLiant Village ; Composable Cloud
20/11/2024;Taxi;1096;51;Aruba Central ; HPE Innovation Hub
21/11/2024;Autobús;1175;24;Composable Cloud ; HPE Innovation Hub
22/11/2024;Tranvía;2386;12;Alletra City ; Simplivity Springs
23/11/2024;Bicicleta;365;56;Composable Cloud ; Ezmeral Valley
24/11/2024;Coche Compartido;1104;18;Apollo Heights ; ProLiant Village
25/11/2024;Coche Compartido;1739;16;Ezmeral Valley ; Aruba Central
26/11/2024;Tranvía;1286;34;ProLiant Village ; Nimble Peak
27/11/2024;Taxi;1270;48;Alletra City ; Apollo Heights
28/11/2024;Tranvía;1481;41;GreenLake Shores ; HPE Innovation Hub
29/11/2024;Tranvía;2238;34;Composable Cloud ; HPE Innovation Hub
30/11/2024;Metro;1460;18;GreenLake Shores ; Ezmeral Valley
01/12/2024;Tranvía;524;27;Ezmeral Valley ; GreenLake Shores
02/12/2024;Taxi;2319;39;Apollo Heights ; Composable Cloud
03/12/2024;Bicicleta;3378;24;Ezmeral Valley ; Simplivity Springs
04/12/2024;Metro;2270;42;Nimble Peak ; Composable Cloud
05/12/2024;Metro;4227;24;Nimble Peak ; HPE Innovation Hub
06/12/2024;Tranvía;1080;45;Aruba Central ; GreenLake Shores
07/12/2024;Tranvía;2776;43;Simplivity Springs ; Aruba Central
08/12/2024;Taxi;1131;21;Apollo Heights ; GreenLake Shores
09/12/2024;Metro;2615;16;Composable Cloud ; Nimble Peak
10/12/2024;Coche Compartido;2630;48;Aruba Central ; ProLiant Village
11/12/2024;Bicicleta;2990;55;Alletra City ; Composable Cloud
12/12/2024;Bicicleta;2296;28;Simplivity Springs ; Apollo Heights
13/12/2024;Autobús;1539;18;GreenLake Shores ; Nimble Peak
14/12/2024;Autobús;1216;31;Nimble Peak ; GreenLake Shores
15/12/2024;Tranvía;1293;52;Apollo Heights ; GreenLake Shores
16/12/2024;Taxi;1646;28;Alletra City ; GreenLake Shores
17/12/2024;Metro;2497;25;Aruba Central ; Apollo Heights
18/12/2024;Taxi;3585;58;Nimble Peak ; GreenLake Shores
19/12/2024;Tranvía;2939;45;Ezmeral Valley ; HPE Innovation Hub
20/12/2024;Taxi;700;49;ProLiant Village ; Ezmeral Valley
21/12/2024;Metro;1112;22;Ezmeral Valley ; Aruba Central
22/12/2024;Tranvía;1270;11;Aruba Central ; Simplivity Springs
23/12/2024;Metro;1280;24;Apollo Heights ; Simplivity Springs
24/12/2024;Tranvía;3004;25;ProLiant Village ; Aruba Central
25/12/2024;Autobús;3344;51;Nimble Peak ; ProLiant Village
26/12/2024;Tranvía;1827;18;Alletra City ; GreenLake Shores
27/12/2024;Bicicleta;3460;37;GreenLake Shores ; Simplivity Springs
28/12/2024;Autobús;1603;59;Alletra City ; Simplivity Springs
29/12/2024;Bicicleta;1023;52;Apollo Heights ; HPE Innovation Hub
30/12/2024;Tranvía;3451;15;Alletra City ; HPE Innovation Hub
31/12/2024;Metro;1189;37;HPE Innovation Hub ; Aruba Central
